epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,3942.3,1.04877,0.61507,0.84542,0.81644,0.80731,0.8237,0.46128,1.25946,0.70159,0.8949,0.00505,0.00505,0.00505
152,3967.45,1.07825,0.61085,0.84243,0.82643,0.7969,0.83419,0.46651,1.26192,0.68423,0.8962,0.005017,0.005017,0.005017
153,3994.9,1.06895,0.60297,0.84612,0.81365,0.82903,0.84311,0.4622,1.28129,0.70382,0.89535,0.004984,0.004984,0.004984
154,4019.82,1.03307,0.58893,0.84162,0.81126,0.81612,0.82992,0.4422,1.29314,0.71418,0.89354,0.004951,0.004951,0.004951
155,4047.42,1.05717,0.60116,0.83692,0.79995,0.81997,0.81162,0.44591,1.30106,0.73805,0.8977,0.004918,0.004918,0.004918
156,4072.68,1.03856,0.58826,0.84318,0.80207,0.7834,0.81385,0.4444,1.27387,0.70469,0.8991,0.004885,0.004885,0.004885
157,4099.81,1.07803,0.61231,0.84244,0.7921,0.82419,0.83116,0.46222,1.26246,0.68196,0.89526,0.004852,0.004852,0.004852
158,4124.32,1.05563,0.59534,0.84671,0.79157,0.83327,0.83001,0.44563,1.3162,0.70301,0.90577,0.004819,0.004819,0.004819
159,4151.44,1.04455,0.59594,0.8406,0.81269,0.83685,0.83803,0.46768,1.25947,0.68559,0.89491,0.004786,0.004786,0.004786
160,4176.52,1.01556,0.5728,0.84485,0.80898,0.81575,0.82918,0.46716,1.26369,0.69606,0.89499,0.004753,0.004753,0.004753
161,4203.61,1.02822,0.58364,0.85097,0.78022,0.84881,0.83543,0.46837,1.22572,0.65674,0.88666,0.00472,0.00472,0.00472
162,4228.92,1.03084,0.59109,0.83911,0.84107,0.81575,0.83619,0.46606,1.26498,0.66878,0.89664,0.004687,0.004687,0.004687
163,4256.66,1.0275,0.59446,0.84591,0.82166,0.80028,0.82351,0.45289,1.30185,0.69473,0.90157,0.004654,0.004654,0.004654
164,4281.87,1.02802,0.57615,0.84569,0.82843,0.81294,0.84715,0.47428,1.26624,0.68513,0.89246,0.004621,0.004621,0.004621
165,4309.51,1.0378,0.57769,0.84195,0.81989,0.81857,0.8408,0.47563,1.22336,0.66017,0.88604,0.004588,0.004588,0.004588
166,4334.3,1.00982,0.56392,0.83597,0.80245,0.827,0.83931,0.47886,1.21205,0.66357,0.88308,0.004555,0.004555,0.004555
167,4361.44,1.00868,0.57149,0.84516,0.81857,0.83128,0.84787,0.4821,1.22127,0.66626,0.88235,0.004522,0.004522,0.004522
168,4386.34,0.98246,0.56058,0.84163,0.82512,0.81435,0.83626,0.47598,1.23142,0.66029,0.88746,0.004489,0.004489,0.004489
169,4413.19,0.99678,0.56739,0.84082,0.83696,0.82138,0.8372,0.47937,1.1965,0.66119,0.88704,0.004456,0.004456,0.004456
170,4437.65,1.00771,0.55707,0.84633,0.80531,0.83404,0.83635,0.45567,1.27935,0.67437,0.89353,0.004423,0.004423,0.004423
171,4465.29,0.972,0.55582,0.83023,0.83101,0.8576,0.85027,0.48873,1.19152,0.64649,0.88496,0.00439,0.00439,0.00439
172,4489.88,0.9914,0.56981,0.83744,0.83015,0.8481,0.85392,0.48551,1.174,0.63271,0.87558,0.004357,0.004357,0.004357
173,4516.79,1.01604,0.56439,0.84252,0.80807,0.84529,0.84262,0.48979,1.19552,0.63641,0.88419,0.004324,0.004324,0.004324
174,4541.77,0.99336,0.56629,0.83765,0.83783,0.84951,0.85715,0.48948,1.1939,0.64598,0.88177,0.004291,0.004291,0.004291
175,4569.18,0.92769,0.54295,0.82917,0.81925,0.85232,0.84471,0.49116,1.17061,0.64208,0.88428,0.004258,0.004258,0.004258
176,4594.17,0.9428,0.55147,0.83258,0.81452,0.85232,0.84842,0.48936,1.19836,0.64767,0.88024,0.004225,0.004225,0.004225
177,4621.93,0.97733,0.55382,0.84225,0.82305,0.83735,0.84638,0.49136,1.17283,0.63286,0.87605,0.004192,0.004192,0.004192
178,4647.05,0.9586,0.54114,0.84568,0.80963,0.8494,0.84412,0.48646,1.19601,0.64299,0.88099,0.004159,0.004159,0.004159
179,4674.7,0.96089,0.54667,0.84128,0.83043,0.83544,0.85511,0.4866,1.20547,0.6473,0.88217,0.004126,0.004126,0.004126
180,4699.9,0.97585,0.55541,0.84108,0.81455,0.80591,0.84056,0.47937,1.18887,0.66776,0.87937,0.004093,0.004093,0.004093
181,4727.55,0.96889,0.54078,0.83611,0.81142,0.84107,0.84882,0.48925,1.17055,0.65481,0.87552,0.00406,0.00406,0.00406
182,4752.36,0.9577,0.53618,0.84201,0.81766,0.83826,0.84434,0.4867,1.17074,0.6459,0.87754,0.004027,0.004027,0.004027
183,4779.47,0.95433,0.54547,0.83371,0.83527,0.82013,0.84922,0.49727,1.1608,0.64189,0.8777,0.003994,0.003994,0.003994
184,4804.05,0.93576,0.52633,0.83356,0.82022,0.82134,0.85292,0.49776,1.14509,0.63031,0.87673,0.003961,0.003961,0.003961
185,4831.4,0.9363,0.53907,0.827,0.82625,0.8256,0.84111,0.48601,1.18129,0.64005,0.88313,0.003928,0.003928,0.003928
186,4856.13,0.90412,0.52029,0.83234,0.83565,0.827,0.85099,0.48672,1.18458,0.66331,0.87876,0.003895,0.003895,0.003895
187,4883.59,0.92218,0.52426,0.82946,0.83483,0.83544,0.85373,0.5045,1.14973,0.62593,0.87726,0.003862,0.003862,0.003862
188,4908.78,0.90537,0.52717,0.8264,0.81167,0.84256,0.83822,0.48885,1.17238,0.64785,0.88062,0.003829,0.003829,0.003829
189,4935.75,0.92991,0.52792,0.82764,0.82766,0.83756,0.84578,0.50155,1.14448,0.60906,0.8738,0.003796,0.003796,0.003796
190,4960.23,0.92504,0.52898,0.83376,0.83332,0.83966,0.85488,0.49483,1.15889,0.62094,0.87524,0.003763,0.003763,0.003763
191,4987.63,0.92823,0.5194,0.83331,0.80832,0.83628,0.84946,0.48628,1.15946,0.6369,0.87572,0.00373,0.00373,0.00373
192,5012.25,0.89026,0.51263,0.82653,0.81905,0.84107,0.85167,0.50014,1.16224,0.62669,0.87882,0.003697,0.003697,0.003697
193,5039.33,0.91149,0.52072,0.82137,0.8194,0.87623,0.86337,0.50481,1.18535,0.61485,0.88455,0.003664,0.003664,0.003664
194,5064.35,0.89715,0.52105,0.82756,0.81391,0.83685,0.84964,0.50552,1.15868,0.61388,0.87883,0.003631,0.003631,0.003631
195,5091.36,0.92832,0.53654,0.8303,0.80272,0.84951,0.85779,0.50944,1.14505,0.60728,0.87624,0.003598,0.003598,0.003598
196,5116.39,0.9027,0.50702,0.8248,0.84319,0.82434,0.85719,0.50765,1.14823,0.63219,0.87831,0.003565,0.003565,0.003565
197,5143.79,0.88235,0.49431,0.82606,0.83087,0.82914,0.85667,0.50958,1.14779,0.62505,0.87683,0.003532,0.003532,0.003532
198,5168.56,0.87288,0.49743,0.83082,0.87538,0.81153,0.85901,0.50607,1.16369,0.64219,0.87569,0.003499,0.003499,0.003499
199,5195.88,0.87827,0.49647,0.82525,0.85231,0.82841,0.86405,0.50724,1.15983,0.6216,0.87703,0.003466,0.003466,0.003466
200,5220.39,0.87493,0.4982,0.82806,0.82789,0.8389,0.85149,0.51173,1.14083,0.6244,0.87789,0.003433,0.003433,0.003433
201,5247.63,0.92277,0.52618,0.84113,0.83633,0.8256,0.84506,0.49786,1.13493,0.62649,0.87485,0.0034,0.0034,0.0034
202,5272.6,0.86308,0.49106,0.81984,0.8197,0.84404,0.85733,0.51239,1.10897,0.61333,0.87258,0.003367,0.003367,0.003367
203,5300.31,0.86802,0.4925,0.82997,0.80722,0.85654,0.85137,0.51188,1.0968,0.59527,0.8717,0.003334,0.003334,0.003334
204,5325.53,0.84669,0.48834,0.81909,0.82756,0.83404,0.85011,0.51689,1.10731,0.59573,0.87221,0.003301,0.003301,0.003301
205,5353.08,0.85453,0.49114,0.82264,0.8392,0.84248,0.8606,0.51752,1.1194,0.59557,0.8764,0.003268,0.003268,0.003268
206,5377.62,0.87135,0.4902,0.82694,0.82548,0.85156,0.85598,0.52105,1.10487,0.60218,0.87225,0.003235,0.003235,0.003235
207,5404.65,0.84851,0.49081,0.81827,0.81159,0.8603,0.85339,0.51957,1.10437,0.60288,0.86985,0.003202,0.003202,0.003202
208,5429.49,0.82813,0.47925,0.82972,0.80653,0.86076,0.8528,0.51041,1.11625,0.61566,0.87159,0.003169,0.003169,0.003169
209,5457.04,0.86898,0.49836,0.82134,0.82922,0.86779,0.86195,0.5256,1.10292,0.58886,0.87218,0.003136,0.003136,0.003136
210,5481.87,0.85711,0.482,0.83008,0.82432,0.85232,0.85396,0.52285,1.09581,0.5987,0.87084,0.003103,0.003103,0.003103
211,5509.24,0.83629,0.48162,0.82142,0.80945,0.85513,0.85238,0.51969,1.08706,0.5927,0.86714,0.00307,0.00307,0.00307
212,5534.53,0.84344,0.48655,0.81853,0.82012,0.83826,0.85042,0.5194,1.08556,0.59068,0.86583,0.003037,0.003037,0.003037
213,5561.95,0.83507,0.47783,0.82386,0.81504,0.85091,0.84781,0.51055,1.09214,0.60591,0.86925,0.003004,0.003004,0.003004
214,5586.58,0.84533,0.47617,0.82737,0.81854,0.84951,0.85954,0.52523,1.07156,0.59737,0.86628,0.002971,0.002971,0.002971
215,5614.07,0.8491,0.48693,0.82116,0.82547,0.84479,0.86107,0.52738,1.07351,0.58385,0.8658,0.002938,0.002938,0.002938
216,5639.3,0.83294,0.48004,0.82627,0.83278,0.84951,0.85782,0.52101,1.09788,0.58776,0.87046,0.002905,0.002905,0.002905
217,5666.67,0.8381,0.47286,0.83097,0.82783,0.8481,0.85419,0.52205,1.09371,0.59837,0.87103,0.002872,0.002872,0.002872
218,5691.52,0.8301,0.47706,0.82044,0.82462,0.85232,0.8586,0.52579,1.07377,0.5992,0.86904,0.002839,0.002839,0.002839
219,5719.37,0.83076,0.47701,0.82995,0.8345,0.84248,0.85718,0.52701,1.07224,0.59294,0.87096,0.002806,0.002806,0.002806
220,5744.41,0.81518,0.46944,0.82155,0.83849,0.85429,0.86342,0.5274,1.07289,0.58309,0.87132,0.002773,0.002773,0.002773
221,5771.83,0.80527,0.45934,0.81265,0.8431,0.83966,0.8621,0.53308,1.09257,0.59979,0.87122,0.00274,0.00274,0.00274
222,5796.31,0.79139,0.45204,0.8145,0.85016,0.85373,0.87177,0.53872,1.08487,0.59558,0.86908,0.002707,0.002707,0.002707
223,5823.26,0.79605,0.46441,0.81934,0.84692,0.8326,0.8577,0.5387,1.07223,0.58964,0.86791,0.002674,0.002674,0.002674
224,5848.02,0.79863,0.46235,0.81648,0.85513,0.83404,0.86536,0.53293,1.06131,0.6014,0.86819,0.002641,0.002641,0.002641
225,5875.59,0.82925,0.47028,0.81346,0.83855,0.86076,0.86606,0.53563,1.0562,0.59736,0.86803,0.002608,0.002608,0.002608
226,5900.2,0.79913,0.45364,0.81545,0.85124,0.85935,0.865,0.53701,1.03775,0.59382,0.86119,0.002575,0.002575,0.002575
227,5927.23,0.80784,0.46223,0.82046,0.84966,0.84669,0.86313,0.53982,1.05407,0.60592,0.86489,0.002542,0.002542,0.002542
228,5951.9,0.79496,0.45651,0.82382,0.84661,0.84388,0.86288,0.53085,1.07142,0.60709,0.86846,0.002509,0.002509,0.002509
229,5979.15,0.78713,0.45842,0.81396,0.84283,0.85513,0.86102,0.5309,1.0838,0.60083,0.87055,0.002476,0.002476,0.002476
230,6004.1,0.79611,0.45647,0.82486,0.83869,0.85513,0.87145,0.53478,1.06605,0.5843,0.86588,0.002443,0.002443,0.002443
231,6031.48,0.76631,0.43958,0.81538,0.84371,0.86556,0.87615,0.54289,1.05221,0.58474,0.86483,0.00241,0.00241,0.00241
232,6056.34,0.77765,0.45679,0.81226,0.84659,0.86357,0.87082,0.53829,1.044,0.57865,0.86239,0.002377,0.002377,0.002377
233,6083.35,0.77158,0.4453,0.81483,0.83194,0.86779,0.8727,0.54255,1.04742,0.58007,0.8628,0.002344,0.002344,0.002344
234,6107.91,0.79243,0.45514,0.8116,0.83595,0.86002,0.86996,0.54676,1.04506,0.5789,0.86342,0.002311,0.002311,0.002311
235,6134.96,0.77222,0.44202,0.81779,0.85752,0.8465,0.87358,0.54593,1.04579,0.56825,0.86197,0.002278,0.002278,0.002278
236,6159.54,0.7723,0.4387,0.81979,0.84654,0.8692,0.87528,0.54896,1.03914,0.56595,0.86049,0.002245,0.002245,0.002245
237,6186.42,0.75159,0.43892,0.81164,0.864,0.85091,0.87627,0.55399,1.04833,0.57742,0.86197,0.002212,0.002212,0.002212
238,6211.35,0.74789,0.4263,0.8101,0.86356,0.85513,0.87465,0.54963,1.05757,0.57786,0.86513,0.002179,0.002179,0.002179
239,6238.06,0.74494,0.42302,0.81579,0.8431,0.85935,0.87478,0.55046,1.04129,0.57102,0.86391,0.002146,0.002146,0.002146
240,6262.71,0.73968,0.42605,0.81259,0.83662,0.87342,0.87895,0.55278,1.02785,0.56518,0.86369,0.002113,0.002113,0.002113
241,6289.93,0.75216,0.43221,0.81104,0.83867,0.86273,0.87496,0.54882,1.03041,0.57052,0.86545,0.00208,0.00208,0.00208
242,6314.78,0.73782,0.42684,0.81634,0.83336,0.86498,0.8717,0.55044,1.04318,0.57662,0.86793,0.002047,0.002047,0.002047
243,6342.62,0.73349,0.42303,0.81105,0.83492,0.86787,0.86922,0.55069,1.04044,0.57403,0.86656,0.002014,0.002014,0.002014
244,6367.22,0.75141,0.42753,0.81441,0.85256,0.84951,0.87185,0.55061,1.03963,0.56664,0.86667,0.001981,0.001981,0.001981
245,6394.81,0.72497,0.41902,0.81053,0.83662,0.86639,0.87155,0.55039,1.0287,0.5612,0.86579,0.001948,0.001948,0.001948
246,6419.8,0.75377,0.42821,0.80706,0.83034,0.87419,0.87446,0.55044,1.03372,0.57615,0.86525,0.001915,0.001915,0.001915
247,6447.66,0.73866,0.42832,0.8094,0.8343,0.85373,0.87163,0.54759,1.02354,0.58353,0.86323,0.001882,0.001882,0.001882
248,6472.79,0.71735,0.41566,0.81081,0.8496,0.85809,0.87936,0.55516,1.01778,0.57556,0.86269,0.001849,0.001849,0.001849
249,6500.71,0.70975,0.41251,0.81228,0.85245,0.86135,0.8824,0.55665,1.01552,0.57809,0.86132,0.001816,0.001816,0.001816
250,6525.54,0.73239,0.42021,0.80766,0.84245,0.85737,0.87492,0.55719,0.99907,0.56528,0.85958,0.001783,0.001783,0.001783
251,6552.83,0.71295,0.41367,0.8131,0.84729,0.85059,0.87088,0.56274,0.99179,0.56603,0.85799,0.00175,0.00175,0.00175
252,6577.85,0.72015,0.41707,0.81312,0.84077,0.85654,0.87545,0.5651,0.99537,0.55932,0.85793,0.001717,0.001717,0.001717
253,6605.67,0.72462,0.41738,0.80749,0.85013,0.84669,0.87505,0.55979,1.00096,0.55892,0.85926,0.001684,0.001684,0.001684
254,6630.85,0.68927,0.40682,0.81487,0.85174,0.85651,0.87674,0.56053,1.00072,0.55073,0.86056,0.001651,0.001651,0.001651
255,6658.39,0.69358,0.40601,0.80872,0.84865,0.86357,0.87739,0.55811,0.99779,0.55296,0.86067,0.001618,0.001618,0.001618
256,6683.57,0.69683,0.40115,0.80889,0.85348,0.85935,0.87808,0.56196,1.01121,0.56505,0.86227,0.001585,0.001585,0.001585
257,6711.28,0.69928,0.41527,0.80709,0.85976,0.86224,0.88209,0.56337,1.00594,0.56203,0.86089,0.001552,0.001552,0.001552
258,6735.98,0.68583,0.40361,0.80468,0.85855,0.85368,0.87629,0.55854,1.00531,0.55808,0.86025,0.001519,0.001519,0.001519
259,6763.45,0.67866,0.4031,0.81122,0.85699,0.85969,0.87785,0.56524,1.002,0.567,0.86199,0.001486,0.001486,0.001486
260,6788.24,0.67224,0.38953,0.80415,0.86264,0.85677,0.87516,0.56272,1.00951,0.56421,0.86326,0.001453,0.001453,0.001453
261,6815.69,0.68486,0.40539,0.80876,0.85892,0.86483,0.8807,0.56684,0.99251,0.55633,0.86236,0.00142,0.00142,0.00142
262,6840.95,0.70175,0.40521,0.81077,0.84766,0.86498,0.87603,0.56316,0.99795,0.56013,0.86169,0.001387,0.001387,0.001387
263,6868.79,0.68903,0.40389,0.80592,0.84691,0.86368,0.87825,0.55823,0.99753,0.56337,0.85986,0.001354,0.001354,0.001354
264,6893.73,0.68984,0.40451,0.81136,0.84554,0.86235,0.87947,0.56531,0.98425,0.56239,0.85909,0.001321,0.001321,0.001321
265,6921.04,0.66336,0.39329,0.8048,0.84346,0.86357,0.87899,0.56627,0.97923,0.56068,0.85699,0.001288,0.001288,0.001288
266,6946.18,0.66641,0.39346,0.81054,0.84735,0.86639,0.87846,0.56893,0.98297,0.56679,0.85764,0.001255,0.001255,0.001255
267,6973.31,0.66949,0.39379,0.80203,0.85603,0.86137,0.87754,0.57094,0.9864,0.56691,0.85935,0.001222,0.001222,0.001222
268,6998.61,0.66155,0.389,0.80843,0.84833,0.87322,0.87422,0.56563,0.98894,0.56135,0.86162,0.001189,0.001189,0.001189
269,7026.39,0.64508,0.3861,0.80263,0.8453,0.86841,0.87611,0.57,0.98753,0.56437,0.86059,0.001156,0.001156,0.001156
270,7051.08,0.65354,0.38402,0.80982,0.85206,0.85868,0.87841,0.57199,0.9786,0.55561,0.85937,0.001123,0.001123,0.001123
271,7078.77,0.64668,0.37943,0.81112,0.8524,0.85654,0.8784,0.57168,0.98035,0.55566,0.86009,0.00109,0.00109,0.00109
272,7104.07,0.64714,0.3761,0.80429,0.83994,0.87091,0.88016,0.57056,0.98188,0.55474,0.85918,0.001057,0.001057,0.001057
273,7131.37,0.64427,0.37831,0.80369,0.84526,0.86357,0.8826,0.5766,0.97646,0.54837,0.85877,0.001024,0.001024,0.001024
274,7155.97,0.63887,0.38097,0.7973,0.85455,0.85795,0.88184,0.58092,0.97345,0.55192,0.85858,0.000991,0.000991,0.000991
275,7183.45,0.63827,0.38173,0.80335,0.85042,0.86357,0.88044,0.58504,0.96538,0.5572,0.85685,0.000958,0.000958,0.000958
276,7208.78,0.63716,0.37797,0.80899,0.87377,0.85373,0.88412,0.58295,0.96651,0.56215,0.85631,0.000925,0.000925,0.000925
277,7236.59,0.62921,0.37498,0.80067,0.87492,0.85373,0.88509,0.57764,0.9693,0.5594,0.85659,0.000892,0.000892,0.000892
278,7261.87,0.62806,0.37289,0.79921,0.86766,0.85754,0.8825,0.57467,0.9674,0.55113,0.85681,0.000859,0.000859,0.000859
279,7289.79,0.61242,0.36523,0.80034,0.86252,0.85935,0.88422,0.57424,0.96809,0.55178,0.85741,0.000826,0.000826,0.000826
280,7315.04,0.62249,0.37388,0.80028,0.85795,0.86645,0.88516,0.57159,0.97291,0.55301,0.8573,0.000793,0.000793,0.000793
281,7342.65,0.62491,0.37012,0.80152,0.8639,0.85707,0.88489,0.58295,0.96358,0.56005,0.8564,0.00076,0.00076,0.00076
282,7367.78,0.62756,0.37091,0.80284,0.85919,0.85935,0.88427,0.5804,0.97005,0.56059,0.85758,0.000727,0.000727,0.000727
283,7395.24,0.62611,0.36257,0.8096,0.84749,0.86752,0.88303,0.58071,0.96148,0.5625,0.85575,0.000694,0.000694,0.000694
284,7420.26,0.62011,0.37113,0.79915,0.85354,0.86065,0.88314,0.57959,0.96502,0.55855,0.85752,0.000661,0.000661,0.000661
285,7447.13,0.63833,0.37519,0.79977,0.86238,0.85494,0.88282,0.57969,0.95728,0.55541,0.85524,0.000628,0.000628,0.000628
286,7471.64,0.61315,0.36544,0.8007,0.86531,0.85232,0.87946,0.57578,0.96316,0.55637,0.8557,0.000595,0.000595,0.000595
287,7499.3,0.61228,0.36459,0.80418,0.85435,0.85935,0.88087,0.57484,0.96454,0.55252,0.85642,0.000562,0.000562,0.000562
288,7524.6,0.61337,0.36774,0.8017,0.86199,0.86086,0.88352,0.57783,0.95597,0.55194,0.85556,0.000529,0.000529,0.000529
289,7551.78,0.60802,0.35789,0.80221,0.86649,0.85802,0.8811,0.57862,0.95983,0.55388,0.85674,0.000496,0.000496,0.000496
290,7576.26,0.59546,0.35884,0.79577,0.87094,0.85422,0.8825,0.58246,0.94615,0.54588,0.85489,0.000463,0.000463,0.000463
291,7607.54,0.67205,0.37922,0.80199,0.8656,0.87342,0.88872,0.58694,0.9411,0.55122,0.85331,0.00043,0.00043,0.00043
292,7632.89,0.54013,0.32206,0.79752,0.85366,0.86967,0.8744,0.57843,0.9557,0.56051,0.85465,0.000397,0.000397,0.000397
293,7660.73,0.53366,0.31604,0.79434,0.85086,0.86639,0.86985,0.57491,0.96295,0.56478,0.8545,0.000364,0.000364,0.000364
294,7685.48,0.52384,0.31538,0.79143,0.85074,0.86576,0.8753,0.57714,0.96161,0.56441,0.85499,0.000331,0.000331,0.000331
295,7713.23,0.5174,0.30707,0.79441,0.84165,0.8672,0.87747,0.57821,0.95007,0.5621,0.85357,0.000298,0.000298,0.000298
296,7738.2,0.50792,0.31338,0.79217,0.85305,0.85795,0.87829,0.58005,0.94713,0.55981,0.85355,0.000265,0.000265,0.000265
297,7765.92,0.50875,0.3064,0.78543,0.85938,0.85795,0.87961,0.57977,0.94234,0.55731,0.85457,0.000232,0.000232,0.000232
298,7790.61,0.50314,0.30311,0.79851,0.85698,0.86806,0.88287,0.58004,0.94441,0.56246,0.85405,0.000199,0.000199,0.000199
299,7817.48,0.50909,0.31215,0.79086,0.86609,0.86217,0.88264,0.58065,0.94633,0.56067,0.85482,0.000166,0.000166,0.000166
300,7842.52,0.50061,0.30897,0.78924,0.86771,0.85798,0.88248,0.58147,0.94397,0.5596,0.8548,0.000133,0.000133,0.000133
